Symbol	id	trait	population	Chr	Start	End
TCN2	eqtl-a-ENSG00000185339	ENSG00000185339	European	22	31003161	31023258
TCOF1	eqtl-a-ENSG00000070814	ENSG00000070814	European	5	149737260	149779856
TCP1	eqtl-a-ENSG00000120438	ENSG00000120438	European	6	160199530	160210634
TCP11L1	eqtl-a-ENSG00000176148	ENSG00000176148	European	11	33061118	33095109
TCP11L2	eqtl-a-ENSG00000166046	ENSG00000166046	European	12	106696511	106740781
TCP1P1	eqtl-a-ENSG00000229161	ENSG00000229161	European	7	42834371	42836458
TCTA	eqtl-a-ENSG00000145022	ENSG00000145022	European	3	49449856	49453909
TCTE1	eqtl-a-ENSG00000146221	ENSG00000146221	European	6	44246471	44265435
TCTN1	eqtl-a-ENSG00000204852	ENSG00000204852	European	12	111051934	111087235
TCTN2	eqtl-a-ENSG00000168778	ENSG00000168778	European	12	124155660	124192946
TCTN3	eqtl-a-ENSG00000119977	ENSG00000119977	European	10	97423158	97453684
TDG	eqtl-a-ENSG00000139372	ENSG00000139372	European	12	104359650	104382652
TDH	eqtl-a-ENSG00000154316	ENSG00000154316	European	8	11197146	11225961
TDP1	eqtl-a-ENSG00000042088	ENSG00000042088	European	14	90422271	90511108
TDP2	eqtl-a-ENSG00000111802	ENSG00000111802	European	6	24650207	24667127
TDRD1	eqtl-a-ENSG00000095627	ENSG00000095627	European	10	115939046	115992425
TDRD12	eqtl-a-ENSG00000173809	ENSG00000173809	European	19	33210673	33320486
TDRD3	eqtl-a-ENSG00000083544	ENSG00000083544	European	13	60970591	61148013
TDRD6	eqtl-a-ENSG00000180113	ENSG00000180113	European	6	46648005	46672056
TDRD7	eqtl-a-ENSG00000196116	ENSG00000196116	European	9	100174378	100258407
TDRD9	eqtl-a-ENSG00000156414	ENSG00000156414	European	14	104394793	104519004
TDRKH	eqtl-a-ENSG00000182134	ENSG00000182134	European	1	151744044	151763010
TDRKH-AS1	eqtl-a-ENSG00000203288	ENSG00000203288	European	1	151763225	151766878
TDRP	eqtl-a-ENSG00000180190	ENSG00000180190	European	8	439946	495780
TEAD2	eqtl-a-ENSG00000074219	ENSG00000074219	European	19	49843852	49865673
TEAD3	eqtl-a-ENSG00000007866	ENSG00000007866	European	6	35441374	35464856
TEC	eqtl-a-ENSG00000135605	ENSG00000135605	European	4	48137800	48271855
TECPR1	eqtl-a-ENSG00000205356	ENSG00000205356	European	7	97843936	97881544
TECPR2	eqtl-a-ENSG00000196663	ENSG00000196663	European	14	102829278	102968814
TECR	eqtl-a-ENSG00000099797	ENSG00000099797	European	19	14640372	14676792
TECRP1	eqtl-a-ENSG00000235043	ENSG00000235043	European	4	87870710	87871262
TECTA	eqtl-a-ENSG00000109927	ENSG00000109927	European	11	120971952	121062199
TEDC1	eqtl-a-ENSG00000185347	ENSG00000185347	European	14	105956192	105965585
TEDC2	eqtl-a-ENSG00000162062	ENSG00000162062	European	16	2510110	2514964
TEDDM1	eqtl-a-ENSG00000203730	ENSG00000203730	European	1	182367252	182369802
TEF	eqtl-a-ENSG00000167074	ENSG00000167074	European	22	41763459	41795330
TEFM	eqtl-a-ENSG00000172171	ENSG00000172171	European	17	29226004	29233256
TEK	eqtl-a-ENSG00000120156	ENSG00000120156	European	9	27109139	27230176
TEKT2	eqtl-a-ENSG00000092850	ENSG00000092850	European	1	36549695	36553876
TEKT4	eqtl-a-ENSG00000163060	ENSG00000163060	European	2	95537175	95542568
TEKT4P2	eqtl-a-ENSG00000188681	ENSG00000188681	European	21	9907189	9968594
TEKTIP1	eqtl-a-ENSG00000183397	ENSG00000183397	European	19	3539172	3544028
TELO2	eqtl-a-ENSG00000100726	ENSG00000100726	European	16	1543361	1560455
TEN1-CDK3	eqtl-a-ENSG00000261408	ENSG00000261408	European	17	73975298	74002080
TENM1	eqtl-a-ENSG00000009694	ENSG00000009694	European	X	123509753	124338161
TENM4	eqtl-a-ENSG00000149256	ENSG00000149256	European	11	78363874	79152074
TENT2	eqtl-a-ENSG00000164329	ENSG00000164329	European	5	78908264	78984069
TENT4A	eqtl-a-ENSG00000112941	ENSG00000112941	European	5	6713545	6757157
TENT4B	eqtl-a-ENSG00000121274	ENSG00000121274	European	16	50186822	50269221
TENT5A	eqtl-a-ENSG00000112773	ENSG00000112773	European	6	82455447	82462398
TENT5B	eqtl-a-ENSG00000158246	ENSG00000158246	European	1	27331511	27339341
TENT5C	eqtl-a-ENSG00000183508	ENSG00000183508	European	1	118148670	118171011
TEP1	eqtl-a-ENSG00000129566	ENSG00000129566	European	14	20833826	20881660
TEPSIN	eqtl-a-ENSG00000167302	ENSG00000167302	European	17	79202077	79212855
TERB2	eqtl-a-ENSG00000167014	ENSG00000167014	European	15	45248885	45271427
TERF1	eqtl-a-ENSG00000147601	ENSG00000147601	European	8	73921099	73960358
TERF2	eqtl-a-ENSG00000132604	ENSG00000132604	European	16	69389470	69419910
TERF2IP	eqtl-a-ENSG00000166848	ENSG00000166848	European	16	75681671	75691330
TERT	eqtl-a-ENSG00000164362	ENSG00000164362	European	5	1253282	1295183
TES	eqtl-a-ENSG00000135269	ENSG00000135269	European	7	115850593	115898837
TESC	eqtl-a-ENSG00000088992	ENSG00000088992	European	12	117476728	117537221
TESC-AS1	eqtl-a-ENSG00000258285	ENSG00000258285	European	12	117537272	117579294
TESK1	eqtl-a-ENSG00000107140	ENSG00000107140	European	9	35605259	35610030
TESK2	eqtl-a-ENSG00000070759	ENSG00000070759	European	1	45809555	45956835
TESMIN	eqtl-a-ENSG00000132749	ENSG00000132749	European	11	68474908	68518988
TESPA1	eqtl-a-ENSG00000135426	ENSG00000135426	European	12	55341799	55378546
TET1	eqtl-a-ENSG00000138336	ENSG00000138336	European	10	70320094	70454244
TET2	eqtl-a-ENSG00000168769	ENSG00000168769	European	4	106067032	106200960
TET3	eqtl-a-ENSG00000187605	ENSG00000187605	European	2	74212037	74335303
TEX10	eqtl-a-ENSG00000136891	ENSG00000136891	European	9	103064366	103115224
TEX101	eqtl-a-ENSG00000131126	ENSG00000131126	European	19	43892763	43922749
TEX14	eqtl-a-ENSG00000121101	ENSG00000121101	European	17	56634039	56769406
TEX2	eqtl-a-ENSG00000136478	ENSG00000136478	European	17	62224587	62340620
TEX21P	eqtl-a-ENSG00000234911	ENSG00000234911	European	14	64812191	64814329
TEX22	eqtl-a-ENSG00000226174	ENSG00000226174	European	14	105864875	105880196
TEX261	eqtl-a-ENSG00000144043	ENSG00000144043	European	2	71213072	71222003
TEX264	eqtl-a-ENSG00000164081	ENSG00000164081	European	3	51705268	51738339
TEX29	eqtl-a-ENSG00000153495	ENSG00000153495	European	13	111968532	111996595
TEX30	eqtl-a-ENSG00000151287	ENSG00000151287	European	13	103418238	103426136
TEX9	eqtl-a-ENSG00000151575	ENSG00000151575	European	15	56536171	56738081
TF	eqtl-a-ENSG00000091513	ENSG00000091513	European	3	133380842	133515485
TFAM	eqtl-a-ENSG00000108064	ENSG00000108064	European	10	60145170	60158980
TFAP2E	eqtl-a-ENSG00000116819	ENSG00000116819	European	1	36038915	36060929
TFAP4	eqtl-a-ENSG00000090447	ENSG00000090447	European	16	4307187	4323024
TFB1M	eqtl-a-ENSG00000029639	ENSG00000029639	European	6	155551005	155635618
TFB2M	eqtl-a-ENSG00000162851	ENSG00000162851	European	1	246703863	246729563
TFCP2	eqtl-a-ENSG00000135457	ENSG00000135457	European	12	51487439	51566918
TFCP2L1	eqtl-a-ENSG00000115112	ENSG00000115112	European	2	121974163	122042778
TFDP1	eqtl-a-ENSG00000198176	ENSG00000198176	European	13	114239003	114295788
TFDP2	eqtl-a-ENSG00000114126	ENSG00000114126	European	3	141663270	141868386
TFE3	eqtl-a-ENSG00000068323	ENSG00000068323	European	X	48886237	48900883
TFEB	eqtl-a-ENSG00000112561	ENSG00000112561	European	6	41651716	41703961
TFEC	eqtl-a-ENSG00000105967	ENSG00000105967	European	7	115575206	115670817
TFF3	eqtl-a-ENSG00000160180	ENSG00000160180	European	21	43731777	43735519
TFG	eqtl-a-ENSG00000114354	ENSG00000114354	European	3	100428134	100467811
TFIP11	eqtl-a-ENSG00000100109	ENSG00000100109	European	22	26887206	26908439
TFIP11-DT	eqtl-a-ENSG00000261188	ENSG00000261188	European	22	26908498	26910534
TFPI	eqtl-a-ENSG00000003436	ENSG00000003436	European	2	188328957	188419162
TFPT	eqtl-a-ENSG00000105619	ENSG00000105619	European	19	54610327	54619037
TFR2	eqtl-a-ENSG00000106327	ENSG00000106327	European	7	100218043	100239175
TFRC	eqtl-a-ENSG00000072274	ENSG00000072274	European	3	195776155	195808961
TG	eqtl-a-ENSG00000042832	ENSG00000042832	European	8	133879203	134147143
TGDS	eqtl-a-ENSG00000088451	ENSG00000088451	European	13	95226308	95248406
TGFA	eqtl-a-ENSG00000163235	ENSG00000163235	European	2	70674416	70780958
TGFB1	eqtl-a-ENSG00000105329	ENSG00000105329	European	19	41836228	41859827
TGFB1I1	eqtl-a-ENSG00000140682	ENSG00000140682	European	16	31483473	31489281
TGFB2	eqtl-a-ENSG00000092969	ENSG00000092969	European	1	218518678	218617961
TGFB3	eqtl-a-ENSG00000119699	ENSG00000119699	European	14	76424440	76449354
TGFBI	eqtl-a-ENSG00000120708	ENSG00000120708	European	5	135364677	135399507
TGFBR1	eqtl-a-ENSG00000106799	ENSG00000106799	European	9	101867395	101916474
TGFBR2	eqtl-a-ENSG00000163513	ENSG00000163513	European	3	30647994	30735634
TGFBR3	eqtl-a-ENSG00000069702	ENSG00000069702	European	1	92145900	92371559
TGFBRAP1	eqtl-a-ENSG00000135966	ENSG00000135966	European	2	105865861	105946192
TGIF1	eqtl-a-ENSG00000177426	ENSG00000177426	European	18	3412007	3459976
TGIF2	eqtl-a-ENSG00000118707	ENSG00000118707	European	20	35201867	35222353
TGM1	eqtl-a-ENSG00000092295	ENSG00000092295	European	14	24718320	24732383
TGM2	eqtl-a-ENSG00000198959	ENSG00000198959	European	20	36755787	36794910
TGM3	eqtl-a-ENSG00000125780	ENSG00000125780	European	20	2276647	2321725
TGOLN2	eqtl-a-ENSG00000152291	ENSG00000152291	European	2	85545150	85555112
TGS1	eqtl-a-ENSG00000137574	ENSG00000137574	European	8	56686005	56739004
TH2LCRR	eqtl-a-ENSG00000223442	ENSG00000223442	European	5	131966281	131991846
THA1P	eqtl-a-ENSG00000267676	ENSG00000267676	European	17	76244671	76252266
THADA	eqtl-a-ENSG00000115970	ENSG00000115970	European	2	43457990	43823177
THAP1	eqtl-a-ENSG00000131931	ENSG00000131931	European	8	42691817	42698468
THAP10	eqtl-a-ENSG00000129028	ENSG00000129028	European	15	71173681	71184772
THAP11	eqtl-a-ENSG00000168286	ENSG00000168286	European	16	67876223	67878098
THAP12	eqtl-a-ENSG00000137492	ENSG00000137492	European	11	76061000	76092176
THAP12P7	eqtl-a-ENSG00000253919	ENSG00000253919	European	8	79671580	79674816
THAP2	eqtl-a-ENSG00000173451	ENSG00000173451	European	12	72058081	72074424
THAP3	eqtl-a-ENSG00000041988	ENSG00000041988	European	1	6684928	6695655
THAP4	eqtl-a-ENSG00000176946	ENSG00000176946	European	2	242523820	242576573
THAP5	eqtl-a-ENSG00000177683	ENSG00000177683	European	7	108202576	108210212
THAP6	eqtl-a-ENSG00000174796	ENSG00000174796	European	4	76439683	76472538
THAP7	eqtl-a-ENSG00000184436	ENSG00000184436	European	22	21353393	21356407
THAP7-AS1	eqtl-a-ENSG00000230513	ENSG00000230513	European	22	21356211	21364663
THAP8	eqtl-a-ENSG00000161277	ENSG00000161277	European	19	36525886	36545664
THAP9	eqtl-a-ENSG00000168152	ENSG00000168152	European	4	83821888	83841122
THAP9-AS1	eqtl-a-ENSG00000251022	ENSG00000251022	European	4	83814605	83822069
THBD	eqtl-a-ENSG00000178726	ENSG00000178726	European	20	23026270	23030309
THBS1	eqtl-a-ENSG00000137801	ENSG00000137801	European	15	39873280	39891667
THBS2	eqtl-a-ENSG00000186340	ENSG00000186340	European	6	169615880	169653941
THBS2-AS1	eqtl-a-ENSG00000226445	ENSG00000226445	European	6	169613307	169639660
THBS3	eqtl-a-ENSG00000169231	ENSG00000169231	European	1	155165379	155177688
THBS4	eqtl-a-ENSG00000113296	ENSG00000113296	European	5	79287155	79379110
THBS4-AS1	eqtl-a-ENSG00000249825	ENSG00000249825	European	5	79362172	79379488
THEM4	eqtl-a-ENSG00000159445	ENSG00000159445	European	1	151843342	151881987
THEM5	eqtl-a-ENSG00000196407	ENSG00000196407	European	1	151819577	151826188
THEM6	eqtl-a-ENSG00000130193	ENSG00000130193	European	8	143808641	143818345
THEMIS	eqtl-a-ENSG00000172673	ENSG00000172673	European	6	128029339	128239740
THEMIS2	eqtl-a-ENSG00000130775	ENSG00000130775	European	1	28199055	28213186
THG1L	eqtl-a-ENSG00000113272	ENSG00000113272	European	5	157158428	157168457
THNSL1	eqtl-a-ENSG00000185875	ENSG00000185875	European	10	25305541	25315593
THNSL2	eqtl-a-ENSG00000144115	ENSG00000144115	European	2	88469865	88486146
THOC1	eqtl-a-ENSG00000079134	ENSG00000079134	European	18	214520	268047
THOC2	eqtl-a-ENSG00000125676	ENSG00000125676	European	X	122734420	122866902
THOC3	eqtl-a-ENSG00000051596	ENSG00000051596	European	5	175386534	175395318
THOC5	eqtl-a-ENSG00000100296	ENSG00000100296	European	22	29901868	29949746
THOC6	eqtl-a-ENSG00000131652	ENSG00000131652	European	16	3074036	3077751
THOC7	eqtl-a-ENSG00000163634	ENSG00000163634	European	3	63819546	63849481
THOP1	eqtl-a-ENSG00000172009	ENSG00000172009	European	19	2785501	2815805
THORLNC	eqtl-a-ENSG00000226856	ENSG00000226856	European	2	118940498	118943962
THRA	eqtl-a-ENSG00000126351	ENSG00000126351	European	17	38218446	38250120
THRAP3	eqtl-a-ENSG00000054118	ENSG00000054118	European	1	36690044	36770958
THRB	eqtl-a-ENSG00000151090	ENSG00000151090	European	3	24158644	24537199
THSD1	eqtl-a-ENSG00000136114	ENSG00000136114	European	13	52951302	52980307
THTPA	eqtl-a-ENSG00000259431	ENSG00000259431	European	14	23980969	24029480
THUMPD1	eqtl-a-ENSG00000066654	ENSG00000066654	European	16	20744986	20753140
THUMPD2	eqtl-a-ENSG00000138050	ENSG00000138050	European	2	39963200	40006416
THUMPD3	eqtl-a-ENSG00000134077	ENSG00000134077	European	3	9404738	9428475
THUMPD3-AS1	eqtl-a-ENSG00000206573	ENSG00000206573	European	3	9426948	9439178
THYN1	eqtl-a-ENSG00000151500	ENSG00000151500	European	11	134118176	134123246
TIA1	eqtl-a-ENSG00000116001	ENSG00000116001	European	2	70436576	70475925
TIAL1	eqtl-a-ENSG00000151923	ENSG00000151923	European	10	121332977	121356476
TIAM1	eqtl-a-ENSG00000156299	ENSG00000156299	European	21	32490736	32931400
TIAM2	eqtl-a-ENSG00000146426	ENSG00000146426	European	6	155316449	155578857
TICAM1	eqtl-a-ENSG00000127666	ENSG00000127666	European	19	4815944	4831724
TICAM2-AS1	eqtl-a-ENSG00000249249	ENSG00000249249	European	5	114937852	114956116
TICRR	eqtl-a-ENSG00000140534	ENSG00000140534	European	15	90118700	90171254
TIE1	eqtl-a-ENSG00000066056	ENSG00000066056	European	1	43766653	43788779
TIFA	eqtl-a-ENSG00000145365	ENSG00000145365	European	4	113195693	113207060
TIFAB	eqtl-a-ENSG00000255833	ENSG00000255833	European	5	134779916	134788041
TIGAR	eqtl-a-ENSG00000078237	ENSG00000078237	European	12	4430379	4469194
TIGD1	eqtl-a-ENSG00000221944	ENSG00000221944	European	2	233408593	233415267
TIGD2	eqtl-a-ENSG00000180346	ENSG00000180346	European	4	90032320	90036052
TIGD3	eqtl-a-ENSG00000173825	ENSG00000173825	European	11	65122222	65125084
TIGD5	eqtl-a-ENSG00000179886	ENSG00000179886	European	8	144680001	144685394
TIGD6	eqtl-a-ENSG00000164296	ENSG00000164296	European	5	149372681	149380217
TIGD7	eqtl-a-ENSG00000140993	ENSG00000140993	European	16	3348808	3355430
TIGIT	eqtl-a-ENSG00000181847	ENSG00000181847	European	3	114012875	114029135
TIMD4	eqtl-a-ENSG00000145850	ENSG00000145850	European	5	156346303	156390237
TIMELESS	eqtl-a-ENSG00000111602	ENSG00000111602	European	12	56810147	56843210
TIMM10	eqtl-a-ENSG00000134809	ENSG00000134809	European	11	57295937	57298227
TIMM10B	eqtl-a-ENSG00000132286	ENSG00000132286	European	11	6502731	6505911
TIMM13	eqtl-a-ENSG00000099800	ENSG00000099800	European	19	2425623	2427584
TIMM17A	eqtl-a-ENSG00000134375	ENSG00000134375	European	1	201924631	201939792
TIMM17B	eqtl-a-ENSG00000126768	ENSG00000126768	European	X	48750730	48755426
TIMM21	eqtl-a-ENSG00000075336	ENSG00000075336	European	18	71815758	71827766
TIMM22	eqtl-a-ENSG00000177370	ENSG00000177370	European	17	900369	906911
TIMM23B-AGAP6	eqtl-a-ENSG00000178440	ENSG00000178440	European	10	51371399	51770276
TIMM29	eqtl-a-ENSG00000142444	ENSG00000142444	European	19	11039487	11040930
TIMM44	eqtl-a-ENSG00000104980	ENSG00000104980	European	19	7991603	8008551
TIMM50	eqtl-a-ENSG00000105197	ENSG00000105197	European	19	39971478	39984419
TIMM8A	eqtl-a-ENSG00000126953	ENSG00000126953	European	X	100600649	100603730
TIMM8AP1	eqtl-a-ENSG00000231445	ENSG00000231445	European	2	162933025	162934221
TIMM8B	eqtl-a-ENSG00000150779	ENSG00000150779	European	11	111955524	111957480
TIMM9	eqtl-a-ENSG00000100575	ENSG00000100575	European	14	58875212	58894249
TIMMDC1	eqtl-a-ENSG00000113845	ENSG00000113845	European	3	119217394	119243937
TIMP1	eqtl-a-ENSG00000102265	ENSG00000102265	European	X	47441835	47446188
TIMP2	eqtl-a-ENSG00000035862	ENSG00000035862	European	17	76849059	76921469
TIMP3	eqtl-a-ENSG00000100234	ENSG00000100234	European	22	33197691	33259028
TINCR	eqtl-a-ENSG00000223573	ENSG00000223573	European	19	5558178	5567964
TINF2	eqtl-a-ENSG00000092330	ENSG00000092330	European	14	24708846	24711880
TIPARP	eqtl-a-ENSG00000163659	ENSG00000163659	European	3	156392379	156424559
TIPARP-AS1	eqtl-a-ENSG00000243926	ENSG00000243926	European	3	156390960	156393502
TIPIN	eqtl-a-ENSG00000075131	ENSG00000075131	European	15	66628529	66679055
TIPRL	eqtl-a-ENSG00000143155	ENSG00000143155	European	1	168148200	168171347
TIRAP	eqtl-a-ENSG00000150455	ENSG00000150455	European	11	126152988	126164828
TJAP1	eqtl-a-ENSG00000137221	ENSG00000137221	European	6	43445308	43474292
TJP2	eqtl-a-ENSG00000119139	ENSG00000119139	European	9	71736180	71870124
TJP3	eqtl-a-ENSG00000105289	ENSG00000105289	European	19	3708382	3750811
TK1	eqtl-a-ENSG00000167900	ENSG00000167900	European	17	76170160	76183285
TK2	eqtl-a-ENSG00000166548	ENSG00000166548	European	16	66541906	66584194
TKFC	eqtl-a-ENSG00000149476	ENSG00000149476	European	11	61100700	61120898
TKT	eqtl-a-ENSG00000163931	ENSG00000163931	European	3	53258728	53290038
TKTL1	eqtl-a-ENSG00000007350	ENSG00000007350	European	X	153524148	153558700
TLCD1	eqtl-a-ENSG00000160606	ENSG00000160606	European	17	27051366	27053950
TLCD3A	eqtl-a-ENSG00000167695	ENSG00000167695	European	17	635836	646208
TLCD4	eqtl-a-ENSG00000152078	ENSG00000152078	European	1	95558073	95663163
TLCD5	eqtl-a-ENSG00000181264	ENSG00000181264	European	11	120196008	120204395
TLDC2	eqtl-a-ENSG00000101342	ENSG00000101342	European	20	35504524	35522638
TLE1	eqtl-a-ENSG00000196781	ENSG00000196781	European	9	84198598	84304462
TLE2	eqtl-a-ENSG00000065717	ENSG00000065717	European	19	2997642	3047633
TLE3	eqtl-a-ENSG00000140332	ENSG00000140332	European	15	70340129	70390256
TLE4	eqtl-a-ENSG00000106829	ENSG00000106829	European	9	82186880	82341797
TLE5	eqtl-a-ENSG00000104964	ENSG00000104964	European	19	3052908	3062964
TLE6	eqtl-a-ENSG00000104953	ENSG00000104953	European	19	2977562	2995177
TLK1	eqtl-a-ENSG00000198586	ENSG00000198586	European	2	171847333	172087803
TLK2	eqtl-a-ENSG00000146872	ENSG00000146872	European	17	60555172	60692842
TLK2P1	eqtl-a-ENSG00000226049	ENSG00000226049	European	17	32363723	32367069
TLN1	eqtl-a-ENSG00000137076	ENSG00000137076	European	9	35696945	35732192
TLN2	eqtl-a-ENSG00000171914	ENSG00000171914	European	15	62682749	63136830
TLNRD1	eqtl-a-ENSG00000140406	ENSG00000140406	European	15	81293264	81298129
TLR1	eqtl-a-ENSG00000174125	ENSG00000174125	European	4	38797876	38806412
TLR10	eqtl-a-ENSG00000174123	ENSG00000174123	European	4	38773859	38784611
TLR2	eqtl-a-ENSG00000137462	ENSG00000137462	European	4	154605432	154627412
TLR3	eqtl-a-ENSG00000164342	ENSG00000164342	European	4	186990310	187009227
TLR4	eqtl-a-ENSG00000136869	ENSG00000136869	European	9	120466681	120487013
TLR5	eqtl-a-ENSG00000187554	ENSG00000187554	European	1	223282746	223316590
TLR6	eqtl-a-ENSG00000174130	ENSG00000174130	European	4	38824518	38859376
TLR7	eqtl-a-ENSG00000196664	ENSG00000196664	European	X	12885191	12908480
TLR8	eqtl-a-ENSG00000101916	ENSG00000101916	European	X	12924739	12941288
TLR8-AS1	eqtl-a-ENSG00000233338	ENSG00000233338	European	X	12920936	12961419
TLR9	eqtl-a-ENSG00000239732	ENSG00000239732	European	3	52255096	52259661
TM2D1	eqtl-a-ENSG00000162604	ENSG00000162604	European	1	62146718	62190813
TM2D2	eqtl-a-ENSG00000169490	ENSG00000169490	European	8	38846327	38854028
TM2D3	eqtl-a-ENSG00000184277	ENSG00000184277	European	15	102173180	102192584
TM4SF1	eqtl-a-ENSG00000169908	ENSG00000169908	European	3	149086809	149095436
TM4SF19	eqtl-a-ENSG00000145107	ENSG00000145107	European	3	196050418	196065259
TM4SF19-AS1	eqtl-a-ENSG00000235897	ENSG00000235897	European	3	196045203	196052441
TM6SF1	eqtl-a-ENSG00000136404	ENSG00000136404	European	15	83776397	83806160
TM7SF2	eqtl-a-ENSG00000149809	ENSG00000149809	European	11	64879344	64883702
TM7SF3	eqtl-a-ENSG00000064115	ENSG00000064115	European	12	27124512	27167317
TM9SF1	eqtl-a-ENSG00000100926	ENSG00000100926	European	14	24658355	24664647
TM9SF2	eqtl-a-ENSG00000125304	ENSG00000125304	European	13	100153726	100216302
TM9SF3	eqtl-a-ENSG00000077147	ENSG00000077147	European	10	98277867	98346769
TM9SF4	eqtl-a-ENSG00000101337	ENSG00000101337	European	20	30697517	30755059
TM9SF5P	eqtl-a-ENSG00000234062	ENSG00000234062	European	X	136044076	136084654
TMA16	eqtl-a-ENSG00000198498	ENSG00000198498	European	4	164415842	164441691
TMA7	eqtl-a-ENSG00000232112	ENSG00000232112	European	3	48481667	48485616
TMBIM1	eqtl-a-ENSG00000135926	ENSG00000135926	European	2	219138920	219157226
TMBIM4	eqtl-a-ENSG00000155957	ENSG00000155957	European	12	66529626	66563776
TMBIM6	eqtl-a-ENSG00000139644	ENSG00000139644	European	12	50135340	50158717
TMC2	eqtl-a-ENSG00000149488	ENSG00000149488	European	20	2517219	2624226
TMC3-AS1	eqtl-a-ENSG00000259343	ENSG00000259343	European	15	81616674	81735417
TMC4	eqtl-a-ENSG00000167608	ENSG00000167608	European	19	54663846	54676854
TMC5	eqtl-a-ENSG00000103534	ENSG00000103534	European	16	19421861	19510435
TMC6	eqtl-a-ENSG00000141524	ENSG00000141524	European	17	76103478	76128508
TMC8	eqtl-a-ENSG00000167895	ENSG00000167895	European	17	76126852	76139049
TMCC1	eqtl-a-ENSG00000172765	ENSG00000172765	European	3	129366635	129612554
TMCC2	eqtl-a-ENSG00000133069	ENSG00000133069	European	1	205197074	205242471
TMCC3	eqtl-a-ENSG00000057704	ENSG00000057704	European	12	94960898	95044333
TMCO1	eqtl-a-ENSG00000143183	ENSG00000143183	European	1	165693528	165738159
TMCO1-AS1	eqtl-a-ENSG00000224358	ENSG00000224358	European	1	165738166	165744686
TMCO3	eqtl-a-ENSG00000150403	ENSG00000150403	European	13	114145336	114204544
TMCO4	eqtl-a-ENSG00000162542	ENSG00000162542	European	1	20008733	20126409
TMCO6	eqtl-a-ENSG00000113119	ENSG00000113119	European	5	140019036	140024989
TMED1	eqtl-a-ENSG00000099203	ENSG00000099203	European	19	10942743	10946888
TMED10	eqtl-a-ENSG00000170348	ENSG00000170348	European	14	75598172	75643315
TMED2	eqtl-a-ENSG00000086598	ENSG00000086598	European	12	124069099	124083129
TMED2-DT	eqtl-a-ENSG00000247373	ENSG00000247373	European	12	124065613	124068874
TMED3	eqtl-a-ENSG00000166557	ENSG00000166557	European	15	79603454	79706228
TMED4	eqtl-a-ENSG00000158604	ENSG00000158604	European	7	44617493	44621830
TMED5	eqtl-a-ENSG00000117500	ENSG00000117500	European	1	93615299	93645970
TMED6	eqtl-a-ENSG00000157315	ENSG00000157315	European	16	69377153	69385689
TMED7	eqtl-a-ENSG00000134970	ENSG00000134970	European	5	114948907	114961733
TMED8	eqtl-a-ENSG00000100580	ENSG00000100580	European	14	77801364	77843437
TMED9	eqtl-a-ENSG00000184840	ENSG00000184840	European	5	177019204	177024243
TMEM101	eqtl-a-ENSG00000091947	ENSG00000091947	European	17	42088556	42100583
TMEM102	eqtl-a-ENSG00000181284	ENSG00000181284	European	17	7338754	7340998
TMEM104	eqtl-a-ENSG00000109066	ENSG00000109066	European	17	72772638	72835892
TMEM106A	eqtl-a-ENSG00000184988	ENSG00000184988	European	17	41363894	41372061
TMEM106B	eqtl-a-ENSG00000106460	ENSG00000106460	European	7	12250920	12282993
TMEM106C	eqtl-a-ENSG00000134291	ENSG00000134291	European	12	48357379	48362661
TMEM107	eqtl-a-ENSG00000179029	ENSG00000179029	European	17	8075775	8079698
TMEM108	eqtl-a-ENSG00000144868	ENSG00000144868	European	3	132757235	133116619
TMEM109	eqtl-a-ENSG00000110108	ENSG00000110108	European	11	60681630	60690915
TMEM11	eqtl-a-ENSG00000178307	ENSG00000178307	European	17	21101267	21117474
TMEM115	eqtl-a-ENSG00000126062	ENSG00000126062	European	3	50392181	50396952
TMEM116	eqtl-a-ENSG00000198270	ENSG00000198270	European	12	112369086	112451023
TMEM117	eqtl-a-ENSG00000139173	ENSG00000139173	European	12	44229884	44783541
TMEM119	eqtl-a-ENSG00000183160	ENSG00000183160	European	12	108983627	108991860
TMEM120A	eqtl-a-ENSG00000189077	ENSG00000189077	European	7	75616149	75623913
TMEM120B	eqtl-a-ENSG00000188735	ENSG00000188735	European	12	122150658	122219974
TMEM121	eqtl-a-ENSG00000184986	ENSG00000184986	European	14	105992920	105996535
TMEM121B	eqtl-a-ENSG00000183307	ENSG00000183307	European	22	17597187	17602250
TMEM123	eqtl-a-ENSG00000152558	ENSG00000152558	European	11	102267063	102323496
TMEM123-DT	eqtl-a-ENSG00000255337	ENSG00000255337	European	11	102323650	102332769
TMEM126A	eqtl-a-ENSG00000171202	ENSG00000171202	European	11	85359011	85367586
TMEM126B	eqtl-a-ENSG00000171204	ENSG00000171204	European	11	85339617	85347584
TMEM127	eqtl-a-ENSG00000135956	ENSG00000135956	European	2	96914252	96931735
TMEM128	eqtl-a-ENSG00000132406	ENSG00000132406	European	4	4237269	4249950
TMEM129	eqtl-a-ENSG00000168936	ENSG00000168936	European	4	1717679	1723050
TMEM131	eqtl-a-ENSG00000075568	ENSG00000075568	European	2	98372799	98612411
TMEM131L	eqtl-a-ENSG00000121210	ENSG00000121210	European	4	154387512	154557863
TMEM132A	eqtl-a-ENSG00000006118	ENSG00000006118	European	11	60691932	60704631
TMEM132C	eqtl-a-ENSG00000181234	ENSG00000181234	European	12	128751715	129192456
